cod;nome;período;valor
1076;BRA;1996;24
1076;BRA;1997;814
1076;BRA;1998;1174
1076;BRA;1999;1423
1076;BRA;2000;1648
1076;BRA;2001;1779
1076;BRA;2002;1756
1076;BRA;2003;1866
1076;BRA;2004;1848
1076;BRA;2005;1979
1076;BRA;2006;2133
1076;BRA;2007;2049
1076;BRA;2008;2255
1076;BRA;2009;2419
1076;BRA;2010;2611
1076;BRA;2011;2714
1076;BRA;2012;2917
1076;BRA;2013;2881
1076;BRA;2014;2992
1076;BRA;2015;2902
1076;BRA;2016;3005
1076;BRA;2017;3288
1076;BRA;2018;3070
1076;BRA;2019;2468
